No,text,label
116,"Başbakan Yıldırım, Atlantik heyetini kabul etti https://t.co/KZMcNsXdXs https://t.co/4toNNeNKtQ",1
117,"@ulusalkanal @Vatan_Partisi Erdoğan sizi kullanıyor.
Gerçi hiç bir şeyin olacağı yok ama öyle algı yaratıyor.
Tilkinin dönüp dolaşaçağı yer kürkçü dükkanıdır.
Ayna,Atlantik olabilmesi için 40 fırın ekmek yemesi lazım.",1
118,"Avrupalı liderler, Başkan Trump’ın sözleri ve tweet'lerinin Atlantik ittifakıni bozabilecegini söyledi. https://t.co/gutQBDlAXD",1
119,"Arjantin, Güney Atlantik karasularındaki genişlemeyi açıkladı https://t.co/DIoTdq1tSi",0
120,"NATO Atlantik paktı, Taşeron Türk devleti ve IŞID/DAİŞ çete lideri Erdoğan https://t.co/okuze1Y86S",1
121,@eminicelli  @EminDilmen  Aksama Atlantik yapsak mı? :D http://t.co/fclXZFCjUt,1
122,"@Elexbet Atlantik okyanusu na 
jamylee",1
123,Erkek arkadaşı diyerek adını yazmadığınız kişi Atlantik Halı’nın sahibi Bileç Kaplan’ın oğlu Mehmet Kaplan. #duyguicinadalet https://t.co/NOPX1RgJqa,0
124,"@Karagulluler Atlantik'i ilk geçen olmak için
soyadının Lindberg olmasına gerek duymayan yurdum evladı.",1
125,"MARMARA BALIKÇILIĞINDA TEHLİKE 28.01.2019 Köşe yazısı “OCED’nin Türkiye’nin çevresel durumunun değerlendirildiği raporda, Marmara Denizi’nin Çanakkale ve İstanbul boğazlarıyla birlikte özellikle Atlantik asıllı göçmen kıyı balıklarının Karadeniz ile Ege… https://t.co/fCw0nNVkWh",0
126,Köpek balığının ne işi var Muğla denizinde???? git Atlantik okyanusuna!,0
127,"@AdilSerdars Gayet de güzel yola çıktı 4 Aralık'ta . Aslanlar gibi yol aldı. 12 Aralık'ta Kazakistan a ulaştı. Kazakistani terk etmesi için 3200 km yol alacak.Bu trenin ulaşmasını ,hatta Çin ile oluşturduğumuz diyalogu zayıflatmak isteyen Atlantik ciler baltalamak için elinden geleni yaptı.",1
128,"Kaşifimiz, nesli tehlike altında olan Atlantik golyat orfozu ile yüzüyor.
#GününFotoğrafı: https://t.co/IRGXb86GfH https://t.co/aIXmgoNxZ9",0
129,"denizaltılar için yeni deniz üsleri kurarak, Atlantik Okyanusu'na hakim olmayı planlıyor. Pekin'in son yıllarda bir dizi Afrika ülkesine 60 milyar dolarlık altyapı ve kalkınma kredisi sözü verdiği biliniyor.",0
130,Afrika Açıkları Yelken ile Atlantik Okyanusu - #GeziBlogu http://t.co/fWsKdH7x6E #seyahat #gezi,0
131,"I'm at Atlantik Pastanesi in Eskişehir, Türkiye https://t.co/dfnI1coNU8",0
132,"Kıvanç Özdal - 3 Asya ülkesi Atlantik güçlerinin hedefinde: Türkiye, Rusya ve Çin https://t.co/QVOLUykSy2",1
133,"iyi incelemek zorundasınız. Rusların nedenHarşit nehrine kadar nasıl gelebildiğine, bizim neden Atlantik eksenine mahkum olduğumuza,",1
134,"Dünya enerji gelişimine uygun tedrici politikalar izlemek yerine, yukarıdan inme dayatma politikalar uygulanınca piyasa alt üst oluyor.

Ancak en önemlisi jeopolitik etki: Alman-Rus flörtünün bir ürünü olan Kuzey Akım 2, AB içinde ve Atlantik fay hattında çoktan kırılma yarattı!",1
135,"??TGB Dokuz Eylül Üniversitesi Yöneticisi Halil Yiğit Gök yazdı:

??Muhsin Fahrizade Suikastı ve  Atlantik'in Yeni Ortadoğu Planı

??""Fahrizade ve General Süleymani suikastları, ABD ve İsrail’in yenildiğine en büyük kanıttır. ABD, karşısında kurulan Yeni Dünya'nın farkındadır.""",1
136,"atlantik okeanin da bir Titanicin batmasinnan pis ne ola biler??
+ ne?
2 Titanicin batmasi??",0
137,"Korku dağları aşınca ve rota Atlantik olunca.
Demekki doğru yerdeyiz ve daima ensenizdeyiz. https://t.co/DEdDq9q3v8",1
138,"GDO tehlikesi Atlantik’i paranın hükmüyle kazasız belasız aştı.AB'ye ulaştı.
Peki Meriç nehri bizi koruyabilecek mi?
https://t.co/NkwJTeUeEx",1
