No,text,label
16,"Beyaz Saray Sözcüsü Jen Psaki, ABD askerlerinin 1 Mayıs'a kadar Afganistan'dan tam olarak çekilmesinin zor olduğunu ancak Başkan Joe Biden'ın henüz nihai kararını vermediğini belirtti. 
#SONDAKİKA #afkanistan #ABD https://t.co/jfHdyUrJju",1
17,Trump'ın azledilmesi için Beyaz Saray avukatları harekete geçti - https://t.co/LhWwYlw7Mx https://t.co/tK5vB0fqob,1
18,"ABD: Kararı DIB ile Beyaz saray birlikte aldık diyor, konu büyük elçilikle ilgili değil ki.",1
19,Beyaz Saray: Biden Türkiye´ye desteği yineleyecek https://t.co/VQ9la1mMgt,1
20,Beyaz Saray’dan Trump iddiası: Başkanlığı kaybedince yargılanmaktan korkuyor https://t.co/sTGcyoyjCy,1
21,"ALCAK ABD,
TERÖR SEVİCİ, PKK/YPG/PYDLİLER.
Beyaz Saray, rahip Brunson davasıyla ilgili İçişleri Bakanı Süleyman Soylu ve Adalet Bakanı Abdülhamit Gül'e yaptırım uygulama kararı almış,
Alçaklar, kan emiciler, köle tüccarları, çocuk katilleri ABD
Sizdeki Papaz’ımızı gözünüze sokun",1
22,"Beyaz Saray için ‘Taht Oyunları’
http://t.co/hb9lHoiRHR",1
23,#SONDAKİKA Beyaz Saray: İran'dan petrol ithal eden ülkelere yaptırım muafiyetleri Mayıs'ta yenilenmeyecek https://t.co/v1jG8MT7Ej https://t.co/nAB00d4of7,1
24,Güzel şubemle güzel iftar ?? (@ Beyaz Saray The Hotel in İstanbul) https://t.co/PIP7ETLXXu,0
25,'Beyaz Saray'da büyük aşk: May ve Trump' - Dünya Haberleri https://t.co/OzBXX1Mtgt @hurriyet aracılığıyla,1
26,Beyaz Saray'daki 'koronalı' etkinlik mercek altında https://t.co/sd5ddqYnBu https://t.co/WSung0lmqj,1
27,"Black Lives Matter aktivistlerinin de dahil olduğu büyük bir kalabalık, Donald Trump'ın havai fişek ve uçak korsanlarıyla kabul konuşmasını bastırmak amacıyla Perşembe gecesi Beyaz Saray yakınlarında toplandı. 

Daha sonra video, Black Lives Matter aktivistlerinin Trump'ın https://t.co/h0tPLBUuaA",1
28,ABD’nin ‘eşcinsel evlilik yasaldır’ kararı Beyaz Saray’ı renklendirdi http://t.co/fyMBIwNQox,1
29,"""Eğer Başkan ve First Lady ilgilenirlerse eseri Beyaz Saray'a ödünç verebiliriz. Sanatçı eserini uzun süreli olarak ödünç vermeyi kabul ediyor. Oldukça değerli ve nadide bir eser. Eserin kurulumu ve kullanımı konusundaki tüm kılavuzları gönderebiliriz"" https://t.co/a0P5UI2W5W",1
30,"Trump’ın “yeni ticaret savaşı” olarak nitelenen, çelik ve alüminyuma ek gümrük vergisi kararı, dönemin Beyaz Saray… https://t.co/hXx5qa6GPF",1
31,"@fatihportakal amarika,nin beyaz sarayi varsa bizimde aksayarimiz var bosunami saray yapti kendine",1
32,"Beyaz Saray’da Selfie yasağı  
YılmakYıkılmakYok 8Selçukinan AnkaradaSeçimYenilensin ŞaibeOrtadanKalksın http://t.co/yQGAFO6aOR",0
33,Trump'tan Putin'e zeytin dalı: Putin Beyaz Saray'a davet edildi https://t.co/rVXJJHApsH,1
34,http://t.co/PPy9YcoMgq Beyaz Saray'da güvenlik skandalı sonrası istifa - Akşam http://t.co/zWj4SDJVnI #app  http://t.co/APw5O3MBGy,1
35,Cumhurbaşkanı Erdoğan Beyaz Saray'a Girerken https://t.co/jihtvI6Inx via @YouTube,1
36,"Yeryüzünde en zor şey ""insan"" kalabilmektir. ""İnsan"" kalabilmeyi başardığımız kadar güzel bir dünya da yaşayacağız.

#pazartesi
Beyaz Saray'ın McCain
Hayırlı Sabahlar
#ÇokNazaraGeliyoruz
Tanrı'ya https://t.co/BDC3GJAjtJ",0
37,Beyaz Saray'ın internet sitesinde 'Gülen'in iadesi için' imza kampanyası https://t.co/lUvMWZzY28,1
38,...... (@ Kindil Beyaz Saray :))) [pic]: http://t.co/ut1qtExG8V,0
39,Zarif: Beyaz Saray terörizmi destekleyerek hizmet ediyor - https://t.co/KwEJvtGCL6,1
40,Beyaz Saray'ın tek başörtülü çalışanı istifa etti https://t.co/SV1Gjo1vyS https://t.co/D4hYB7VRWc,1
41,"New York Times, Biden’ın konuşmasını Roosevelt’i anarak manşete taşıdı. Zaten Beyaz Saray’ın basın ekibi de haftalardır “en az FDR kadar agresif” olduklarını vurguluyordu. Politika üretiminde ilk 100 gün, FDR’ı da geçti. https://t.co/Qj6dr1Zfew https://t.co/D09ZNhZyoh",1
42,"Yeni kurtarma paketine ilişkin müzakerelere katılan Maliye Bakanı Mnuchin, Beyaz Saray’ın trilyon dolarlık paketi bir an önce çıkarmak istediğini;paketin Başkan Trump’ın pakette olmasını istediği bordro vergileri kesintisini içermeyeceğini söyledi.
https://t.co/ocYdDHXuF2",1
43,"Kahrolsun her türlü gericilik,dincilik,ırkçılık&amp;faşizm! Kahrolsun faşist diktatörlük! Faşizme ölüm halka hürriyet! Dinci-ırkçı-faşist #Erdoğan-AKP diktatörlüğü mezara, işçiler/emekçiler iktidara!#MaraşKatliamı,Suriye'den,Beyaz Saray,#KadınGücü #15TemmuzUnutma #TürkünHürriyetAteşi https://t.co/jhDCgafxI6",0
44,Beyaz Saray Trump-Ruhani görüşmesine hazırlanıyor https://t.co/HVyj2FN50Z,1
45,@tasdemir_cemile Çok görmeyin onların sarayı Beyaz Saray!,1
46,I'm at BEYAZ SARAY EMLAK in İstanbul https://t.co/xuOwH33asK,0
47,I'm at Beyaz Saray Havuzbaşı https://t.co/uc0gDsnWVY,0
48,Bu şerefsiz çizgi roman Simpsonlar neyi çiziyorlarsa dünyadaki olaylar o yönde birebir tıpkısının aynısı gibi gelişiyor herşey önceden kurgulanmış planmış Trump beyaz Saray’dan çıkmayacağıda çizilmiş ve 20 Ocak 2021 de ABD de olaylar büyücek deniliyor bir iç savaştan söz ediliyor,1
49,"@onurayz Ya bi git 
Abd deyince beyaz saray diye ölüyorsunuz 
Bi kurtulun şu acizlikten 

BÜYÜK  TÜRKİYE DEVLETİYİZ

BEŞTEPE DE BİZİM 

TÜRKİYE ÖZELLİKLE SON 3 YILDIR DÜNYANIN TEK GÜNDEMİ OLMUŞ 
SİZİN DERDİNİZ 
MUSLUK SAMAN ??
DÜNYA GÜLÜYOR SİZE",1
50,@Valimutlu sen git Beyaz Saray da orucunu boz ! Bu ise bak sen.,1
51,@eminpazarci Bu durumu bilmeyen mi var. Hem müttefik diyor hem de katil teröristlere silah mühim mat gönderiyor. Eğitiyor. Zam an kazanıyor. Feto abd de ol duğu müddetçe. Türkiye abd ilişkileri düzelmez. Çünkü $ ile pentegondaki ve beyaz saray daki bürokratları satın alarak engellerler.??????,1
52,"Sözcü: Beyaz Saray Sözcüsü Psaki Covid-19’a yakalandı.
https://t.co/QC22Wg3ELW

@GoogleNews üzerinden",1
53,@__Marloninceyus Beyaz Saray bizim mahalle yakınlarında olsa düşünürdüm ama Washington olacak şey değil ??,1
54,"Biden, Belaruslu muhalif lider Tikhanovskaya ile Beyaz Saray'da bir araya geldi
https://t.co/jvnz3Gp01D",1
55,İl İl Temayül Yoklamaları http://t.co/HOcW1sOUxj #DerbininRengi @akparti @amasyaygazetesi @amasyakent @amasyaninsesi #Beyaz Saray\\\'da,0
56,"Richard Hall, ABD'nin konuştuğu Demokrat parlamenterin profilini çıkardı:

?? İsyandan müesses nizama: Önseçimde kazanan Ocasio-Cortez ikinci döneme hazırlanıyor 

?? Diğer ilerici adayları da peşinden sürükledi

?? Beyaz Saray için şansını deneyebilir

https://t.co/qeOsXg9qrJ https://t.co/B7wn20QPki",1
57,Beyaz Saray: Taliban'ın bugünkü ticaret gezisi ile işbirliği profesyoneldi ve iyi bir ilk adımı temsil ediyor.,1
58,"Beyaz Saray nireee
Ak-Saray niree (çok yakınlar)",1
59,Beyaz Saray'ın baş stretejisti Steve Bannon istifa etti..,1
60,"Beyaz Saray, İsrail'in kararından memnun - ABD yönetimi, İsrail hükümetinin Mescid-i Aksa çevresindeki metal de... https://t.co/rLhNDSn0Fu",1
61,Kürtler'den Beyaz Saray önünde 'operasyon' protestosu - video | @ahval_tr https://t.co/QoWqcAmUJE,1
62,Beyaz Saray'dan kınama #AA @anadoluajansi http://t.co/lcYNGGCv9s,1
63,@melekkapilar1 Başkanlar Beyaz saray'da oturan baş memurlardır.hepsi bu :)parlamento ve senatoları vardır.Hiç biri Ali kıran başkesen olamaz,1
64,"Beyaz Saray, ABD Başkanı Trump’ın Cumhurbaşkanı Erdoğan ile yaptığı telefon görüşmesinde İdlib’de Türk askerine yönelik saldırıyı kınadığını bildirdi.

#sehitlerimizvar #sehidimizvar #istifa #İdlip #Turkey #Erdogan #SavasaHayır #NATO",1
65,Beyaz Saray'dan Fetullah Gülen açıklaması @anadoluajansi https://t.co/eHk9S1QiK8,1
66,Beyaz Saray'ın aşırı sağ cephesinde çöküş https://t.co/SJvBoNCfug,1
67,Beyaz Saray'da Türkiye'yi terörist göstermek isteyen anket!https://t.co/AW59RUSByn https://t.co/Y0KRTlNLoU,1
68,Beyaz Saray:Sabırsızlıkla bekliyoruz http://t.co/GdAWFTB8nn,1
69,I'm at Beyaz Saray Karasu w/ @mrtksck http://t.co/FaWgzMjVbg,0
70,I'm at Beyaz Saray Karasu (Sakarya) w/ 11 others http://t.co/TZ7xSkjTTF,0
71,"Beyaz Saray, herkesi 1. yılını tamamlayan #ItsOnUs kampanyasına katılarak cinsel saldırıya son vermeye çağırıyor. https://t.co/mpUD76CfTH",1
72,Beyaz Saray'da düşen hava aracının sırrı çözüldü. http://t.co/CX2izBry5x http://t.co/dw8dwmDB9s,1
73,Beyaz Saray'da görevden ayrılan isim tartışma yarattı https://t.co/hqV5w3WwLj https://t.co/tLDf0eVs0E,1
74,Beyaz Saray’dan 'Halkbank' Açıklaması https://t.co/ru7Yk1CK8y https://t.co/qcrTuFqO7c,1
75,"Beyaz Saray'dan İran açıklaması | NTV #haberler #nuhtv
https://t.co/dur5NkLCw8",1
76,"İran saldırıları sonrası Beyaz Saray Basın Sözcüsü Stephanie Grisham: “Irak’taki ABD üslerine yapılan saldırılardan haberimiz var. Başkan Trump bilgilendirildi. Ulusal Güvenlik iletişim halindeyiz."" Via  @Reuters",1
77,"Biden, #Putin'i davet etmişti... Beyaz Saray'dan davet hakkında ilk açıklama Kremlin Sözcüsü Dmitriy Peskov, #Rusya Devlet Başkanı Vladimir #Putin'in iklim zirvesine katılıp katılmayacağının netleşmesi için z...  https://t.co/2Yq3cgaLHC 
#VladimirPutin",1
78,"Beyaz Saray'da kritik istifa
https://t.co/UEMiHuFsK2 https://t.co/o5ZUWU5KLK",1
79,THY Beyaz Saray ile seyahat blog yazarlarını ağırladı | Doğa ve Kültür Haberleri: http://t.co/upp19yDQmg,0
80,"Dikkat ettiniz mi?

Türk Askerinin Güvenli Bölge ve Sınır güvenliği operasyonuna ""Sarayın Savaşı"" diyenlerin tamamı ya Beyaz Saray için savaşanlar ya da Buckingham Sarayı'nın frak giyen uşakları.

Siz siz olun, bu saray köpeklerinin tuzaklarına düşmeyin.",1
81,"ABD'de terör paniği: Beyaz Saray kapatıldı

Haberi oku---&gt;  https://t.co/0FlEUEUT9K https://t.co/uPqeuJHHbF",1
82,"Beyaz Saray için yarıştığını unutan Joe Biden, Trump'ın diline düştü https://t.co/tcCQNSKO6n https://t.co/jrlK7Eglrn",1
83,Beyaz Saray Sözcüsü Spicer: 400 ilave asker IŞİD'le mücadele için gönderildi https://t.co/G4xDMwdwx2,1
84,"Beyaz Saray'da Covid-19 seyahat kısıtlamaları:

 - Kasım ayından itibaren ABD'ye seyahat eden yabancı uyrukluların tam aşı olmalarını istemek
 - Kanada ve Meksika kara sınırlarında zorunlu olmayan seyahat kısıtlamalarının 21 Ekim'e kadar uzatılması",1
85,Kahvaltıya değil üşümeye geldik sanki (@ Dimçayı Beyaz Saray Restaurant Piknik) http://t.co/x6Thjkw6Sw,0
86,"Beyaz Saray: İkili ilişkileri etkileyen konularda endişeler konuşuldu
https://t.co/6toYeSIJdS https://t.co/w8P7xrQGNY",1
87,"Trump, CNN davasını kaybetti.

Beyaz Saray’ın basın kartını askıya aldığı CNN muhabiri Jim Acosta yönetime dava açmıştı. 

Mahkeme gazeteciyi haklı buldu ve şunu söyledi;

“Acosta’nın basın kartını derhal geri verin”

Fake News oldu Win News;)",1
88,Beyaz Saray'da 40 dakikalık zirve https://t.co/gNy9jPEG8d https://t.co/qUD8kplueZ,1
89,"?? ABD Başkanı Trump, dün gece protestocular tarafından ateşe verilen tarihi St.John Kilisesi'ni ziyaret etmek için Beyaz Saray'ın ön kapısından Lafayette Meydanı'na doğru yürüyor

#WhiteHouse #Washington #BlackLivesMatters 
https://t.co/Wa3SnrioMv",1
90,"Obama Kral Selman’ı Beyaz Saray’da ağırlayacak
http://t.co/rWeH4PQGAC http://t.co/VfMqbrjUTF",1
91,"Trump’ın Beyaz Saray’ın karşındaki tarihi kilise önünde elinde incil ile poz verebilmesi için bölgede bulunan protestocular gaz bombası atılarak dağıtıldı  

#AmericaOrTrump #BlackLivesMatter #Bible #WhiteHouseProtests 
https://t.co/hLEctCPTr5",1
92,Beyaz Saray Snapchat'te https://t.co/6i0qfPwHyw https://t.co/hDCbhfsksu,1
93,Trump çiftinin Beyaz Saray sonrası yeni adresleri belli oldu! Bakın nereye taşınacaklar? https://t.co/I39DBqOOEb @bizimtvcomtr aracılığıyla,1
94,"Beyaz Saray, Rusya'ya yönelik olası yeni yaptırımların değerlendirildiğini açıkladı Beyaz Saray'dan yapılan açıklamada, Rusya'ya yönelik yeni yaptırımların değerlendirildiği ve kısa süre içerisinde konuyla... https://t.co/OtfALuWVrP",1
95,Son dakika… Bunu da yaptı… Beyaz Saray’a alınmayacaklar - Dünya haberleri https://t.co/V0TE1VA1yY,1
96,"@aDilipak 
Beyaz Saray sözcüsü, ABD Generali Campbell in darbeyi planlaması iddialarına ""temelsiz"" ""cevaba degmez"" diyerek yanitladi.",1
97,Beyaz Saray'dan inanılmaz itiraf http://t.co/hWSieVDYpd,1
98,ABD'de oy sayımı sürüyor; Biden adım adım Beyaz Saray'a yürüyor!  https://t.co/HzPfIN0dvj,1
99,Beyaz Saray ve Pentagon terör saldırısını kınadı: Beyaz Saray ve Pentagon Ankara'da gerçekle... https://t.co/sHJaufAtpV #البارجيل,1
100,"Beyaz Saray: ""Suriye’den çekilmeye başladık” https://t.co/M2ntWvXFAb https://t.co/swGK81EGEm",1
101,"@MstSelanik #sondakika

Beyaz Saray 

Kısa bir süre sonra Türkiye Suriye 'nin kuzeyine operasyon düzenlenecek. Abd Türkiye 'nin operasyon yapacağı bölgeden askerini çekecek. Abd operasyona destek vermiyor.",1
102,Trump’ın azil süreci – Beyaz Saray: Başkan azil oturumuna katılmayacak https://t.co/pKjTgAaO5u https://t.co/R8VpSzTLl6,1
103,"Cok önemli mutlaka okuyun
2 hafta önce Beyaz Saray'da yemek yiyordun: http://t.co/O5MC85qVWa",1
104,"I'm at Beyaz Saray Lokantası http://t.co/lwlLVEJ1GZ
:-) ☆★☆",0
105,"Beyaz Saray'ı karıştıran kitap çıktığı gün tükendi!
https://t.co/374daA6mQz",1
106,"@ehrdm Zuppe, herseyi bilen, beyaz yaka secmenler cok sever.. heyooo LGBTQ+ adayimiz var, beyaz saray'da gay parade yapicaz falan... beyaz saray'in adi gokkusagi sarayi olacak...",1
107,Beyaz Saray ilk kez bir transseksüeli işe aldı: http://t.co/eaAHtODDnA,1
108,Clintonlar Beyaz Saray'da iki dönem başkanlık yaptıkdan sonra kendi evlerine dönerken beş parasız ve borç içinde olduklarını söylemişler.,1
109,Trump Beyaz Saray'da artık tek başınadır. Kimse onu kurtaramaz. Kongre bile arkasında değil. Prens Selman muhtemelen tasfiye edilir. Trump pompeo Jeffrey Haspel gibi burokratlar Trump ile soluğu cezaevinde alır. ABD tarihinin en büyük hesaplaşması olarak tarihe geçecektir.,1
110,"Bu doğru değildir umarım: Amerika'da salgının zirvesini 15 Nisan ve o tarihteki kayıp sayısını günlük 1500-3500 civarı bekliyorlar. Kaynak: Beyaz Saray #COVID19 
https://t.co/xeBEYgOWn0",1
111,Bunlar hasta ayağına yatıp ateşim yüksek diyor yalniz bu işin sonunda Türkiye arapları siker önce filistine ardindan karabaga girip yeniden Osmanlı sancağı diker.. Bendrn söylemesi Beyaz Saray #tramp https://t.co/Zy5pKDHXUP,1
112,"Besleme medya ve avanesi,başta  @omersanli04 başkan olmak üzere Ülkü Ocaklarını hedef göstermektedir.
Beyaz Saray dilencileri bölücülük maksadı ile milletin bütünlüğüne nifak tohumu ekerek haysiyetsizlik yapıyor..
@krtkulturtv @tele1comtr @t24comtr",1
113,+  Ayrıca Beyaz Saray'ın sorduğu gibi kaynaklar kim diye sorulmuş. Hatta Bush yönetiminde çalışan Malouf olabilir denilmiş. 1) Dün de +,1
114,Times gazetesi: Erdoğan’ın sempati kazanma çabası Beyaz Saray’da karşılık bulmadı https://t.co/p4Ib1OKDrZ,1
115,"Washington'dan #CANLI Cumhurbaşkanı @RT_Erdogan Beyaz Saray'dan ayrılıyor, @_yavuzatalay aktarıyor https://t.co/vvl95uTyG3",1
116,Darbeciler Beyaz Saray’da https://t.co/4USFGUWDb0,1
117,"Beyaz Saray’da Selfie yasağı!  #529KardeşineSahipÇIK
#sevgilimyokçünkü
#DünyadaTekBaşımaKalsam #PerinçekErdoğanELELE http://t.co/yQGAFO6aOR",0
118,"Beyaz Saray'dan İdlib açıklaması https://t.co/CSrVTEZeQD

Sende Polyana mübarek ????",1
119,"bayanlar baylar amerikadan çok yakın bir akrabam ile görüştüm, sevgili Donald Trump 'ın öldüğünü ancak Beyaz Saray 'da herkesin sessiz ve sakin bir şekilde açıklamanın ne zaman nasıl yapılacağını konuşuyorlar,cenaze ise cuma namazı sonrası oval ofise gömüleceği yönünde ...",1
120,"..DÜNYA ŞOKTA,BEYAZ SARAY IŞİD’İ KORUYOR - https://t.co/VJs20NvGND",1
121,"Retweeted afa (@F_Asena21):

Beyaz Saray'ın önü...
Washington D.C. http://t.co/b2wVM03cyG http://t.co/gnHsnJQAVr",1
122,Son dakika... Beyaz Saray'dan flaş açıklama! Erdoğan ile... https://t.co/jb0BryEHu3,1
123,"FLAŞ! BEYAZ SARAY'DA ESRARENGİZ OLAY! http://t.co/DcH9Sj2piq
#haber #amerika #beyazsaray #obamaailesi #obama #dışhaber",1
124,"Kongre’den Uygurlar Adına Çin’e Müeyyide Kararı

https://t.co/IksY57mJw9

#cumartesi #Erdogan #kıbrıs Muharrem Heykel Gunaydin Fatih Beyaz Saray https://t.co/KPfL7kOGK2",1
125,"Beyaz Saray'dan açıklama!

https://t.co/zDcGRXPwnT https://t.co/zPlvLIoo6D",1
126,Beyaz Saray Sözcüsü Psaki: Teşvik Ödemeleri Bu Hafta Sonu Başlayabilir - https://t.co/vrGHqWwphU - #coin #Bitcoin #btc #Binance https://t.co/hPFLGrobW0,1
127,"Beyaz Saray'ın 'veto' tehdidi yaptığı 2021 savunma bütçesi Senatodan geçti
https://t.co/p7N9pcLo7x https://t.co/zHxkleX5ZK",1
128,"#Syria #TurkeyisnotAlon

#BarisPinariHarekati ndan daha iyi resmi yanıt mı olur!?. Sen işin içyüzünü bilmeden sallamaya devam et!.. @bernalacin35 Trump'ın bir sürü sahibi(Pentagon, Syonist lobi-AİPAC, Beyaz Saray) var, hangi birini memnun etsin!?. https://t.co/6mMPQPk8or",1
129,"Gel gor ki CIA, basta Trump olmak uzere Beyaz Saray cevresinde dikkate alinan bir kurum degil artik.

Su anda en baskin aktorler ASKERLER ve asker kokenli politikacilar. https://t.co/YMMmlRkVsq",1
130,"#KahramanMilletinŞerefliNöbeti 
https://t.co/79eZ4NrqBH Beyaz Saray Feto iade anketi katılın ve yayın!!! @06melihgokcek  @istanbulbld",1
131,Beyaz Saray'dan Suudi Prens'e iki kritik telefon! -  https://t.co/0qRhHDWl29 https://t.co/XLYjYU6N86,1
132,@Zaytung Beyaz Saray Sonunda Pes Etti: ''Yaa hee Büyükelçi yaptı hee...'' https://t.co/iEvJ0LjYUg,1
133,cumhurbaskani Gül'ün de kendine beyaz saray tarzi ev yaptirmasida cok ilginc nasil bir egoymus arkadas anlamadim,1
134,"Artık eski dünya düzeni yok efendiler(!)
Yeni dünya, Türkiye'yi hesaba katmadan plan yaparsa; yanlış hesap, ""beyaz saray""dan döner...

??",1
135,"6- Beyaz Saray’ın resmi yayın organından İran’ı ""BÖLME"" amaçlı yayınlar yapılıyor ve hedef İran’ı 8 parçaya ayırmaktır.",1
136,Az önce bir fotoğraf paylaştı @ Beyaz Saray Restaurant-İskenderun. https://t.co/Kp9UmQcRZK,1
137,"@06melihgokcek Sen şaka mısın ya? Ne metan yorgunluğumuş hala geçmedi. ?? O zaman şunu dinle, helal olsun @ekrem_imamoglu'na televizyondan izleyip merak ettiğimiz hortumu İstanbul'a getirdi. Şimdi Amerika ve Avrupa kesin bizi kıskanıyordur. Beyaz Saray gözü yaşlı..  #dolu #Hortum",1
138,"Dünya çocukları Beyaz Saray’a çıkarma yaptı 

http://t.co/s93gVhBZds http://t.co/vpWnGevPQy",1
139,"Beyaz Saray, Trump'ın görevinden azledilmesi  için Demokrat Parti'nin başlattığı yasal süreçte, soruşturmayı yürüten Demokratlarla iş birliği yapmayacaklarını açıkladı.",1
140,"Yeni mevduat sistemi bazı yavsakalarin zoruna gitmis olmalı konusmaya başladılar ne oldu dolarina eridi mi çok büyük dansözler var ülkede.
 saray saray diye  zirvalayanlarin hepsi Beyaz saray'in adamları. yavşaksınız yavşak",1
141,Beyaz Saray'da İlginç Patlama http://t.co/u8l6ZxNGcv,1
142,"ABD Sayıştayı, Trump hakkındaki azil soruşturmasının da  odağı olan Ukrayna’ya askeri yardımın askıya alınması konusunda Beyaz Saray’ın federal yasaları ihlal ettiğini belirtti https://t.co/rZKorbg02E",1
143,"Suriye’de ABD destekli, ana omurgasını YPG/Pkkoluşturan Suriye Demokratik Güçleri’nin komutanı Mutlu! Beyaz Saray Suriye’de 400 Amerikan askerini bırakma kararını ilan etti. Bir yere gitmiyor! Türk operasyonunu durdurdular yola devam! Güneyden sarılıyoruz",1
144,I'm at Beyaz Saray Karasu (Sakarya) w/ 9 others http://t.co/frKTIrap11,0
145,Damat bir Beyaz Saray kalmıştı gitmediğin ????,1
146,"“Trump, Beyaz Saray’da bazı değişiklikler yapmaya hazırlanıyor” iddiası

New York (IPA)- ABD Başkanı Donald Trump’ın yönetimde bazı değişiklikler yapacağı iddia edildi.

ABD’nin önde gelen gazetelerinden The Wall Street Journal, Trump’ın aralarında Beyaz… https://t.co/YPbtTFUYuB",1
147,"Beyaz Saray’da alarm 
https://t.co/g1DW4Z0wVD https://t.co/1PduG57UMy",1
148,Türkiye deki terör saldırılarına Beyaz Saray dan kınama ... https://t.co/mOg58RoBKT ... @dikgazete,1
149,"Kulliyeyi yıkacağız , bizi beyaz saray yönetsin demediği kalmış #BideninUsakları https://t.co/C74nWTJ9y7",1
150,"Beyaz Saray'da ilk transseksüel çalışan,
http://t.co/ZjmCzgzX36",1
151,"Sullivan: Taliban sivillerin güvenli geçişine güvence verdi Beyaz Saray Ulusal Güvenlik Danışmanı Jake Sullivan, sivillerin Kabil Havalimanı'na güvenli şekilde erişimi noktasında Taliban'ın kendilerine güvence verdiğini ve bu sözlerine sadık kalmaların... https://t.co/nuYdhsFsl3 https://t.co/nB4ZcjAj1Z",1
152,"Arkasında Allah olsa AkSaray'a değil Beyaz Saray'a diker bi' kere gözünü, yalan olduğu ordan belli.",1
153,"Beyaz Saray'dan yeni açıklama: Türkiye harekete geçecek, ABD bu operasyona dahil olmayacak

https://t.co/eyheaqajLF https://t.co/qOeTbds6BH",1
154,"@gulsumatasagun1 @saray_beyaz @ssakkose @maviaye2 @bmrt10 @Ayetam5 @hasan_har @deligon95441696 @zuhalay61 @_blackdestiny @GrkanEcem @GMahiye @SemaBasavci @nazar__1 @EmineAkman9 @AdaliGl @Turkiye_64 @can_gulumser İyi akşamlar.
Tamam.
Hemen gereğini yapıyorum.",0
155,Sabah Başyazarı Barlas: Bakarsınız yakında cemaatinin imamlarını Beyaz Saray'da kilit mevkilerde görürüz https://t.co/KMWUZxeU4w,1
156,"ABD yönetimi Kaşıkçı cinayetinden sorumlu tuttuğu Prens Selman'a yaptırım uygulamamakta kararlı.
https://t.co/SDyR7wxvuW",1
157,Beyaz Saray'dan koronavirüs uzmanlarının Kongre'de ifade vermesine veto https://t.co/jTc7xPZgC1 https://t.co/qRt9qFvt89,1
158,Beyaz Saray: İran’da binlerce kişinin barışçıl gösteri yaptığı için tutuklanmasından endişe duyuyoruz. https://t.co/jCkfkR4Tr1,1
159,"#SONDAKİKA ABD Başkanı Donald Trump, Beyaz Saray Ulusal Güvenlik Danışmanı John Bolton'ı görevden aldığını açıkladı https://t.co/TLBj6F4JRQ https://t.co/H5WvRFlkR7",1
160,"Beyaz Saray: Biden, 14 Haziran’da düzenlenecek olan NATO Zirvesi’nde Cumhurbaşkanı Erdoğan ile ""ikili ilişkiler ve bölgesel meseleler üzerinde tam kapsamlı bir görüşme"" gerçekleştirecek.",1
161,"Beyaz Saray duyurdu:

• Joe Biden ile Şi Cinping 15 Kasım Pazartesi günü görüşecek

#BeyazSaray #ABD #Çin #JoeBiden #XiJinping 

https://t.co/Ugwj9HcoeA",1
