No,text,label
145,Washington Büyükelçiliğinde Atatürk Anıldı https://t.co/zYFJmeFEGj,1
146,"Cedi Osman, Cleveland Cavaliers'ın Washington Wizards'a 102-94 yenildiği maçta 35 dakika sahada kalıp 6 sayı, 5 ribaund, 6 asist ile oynadı. https://t.co/HOGYRo4nLp",0
147,Washington'a dost kazığı - Takvim - 08 Mayıs 2014 http://t.co/dCUwX2TaUR @takvim aracılığıyla,1
148,"Bi rayamin (ku ez bawernakim ku kesek pişta xwe bide pkk) Washîngton baştire ji tehran, bexda u enqere. https://t.co/yVMXN6tcM1",0
149,"@haticealagas Hayır bir de İstanbul Bilgi Üniversitesinde 40 milyar verip, 2 yıllık radyoloji okumak ve bana bunu söylemek?  Bizim yolumuzun üstü olmuş İstanbul yani ne bileyim washington dc duydu kahkahamı Hatçe :)",1
15,"Washington Post Muhabiri: ""Tayyip'in para sayarken görüntüleri varmış.. Açıklayabilirse sorun yok tabi...""",1
150,"spiker: ""dün abd tatildi. başknlar günü, washington'ın doğumu nedeniyle.""",1
151,ABD Başkanı Trump 'tan şok edici açıklama:Ben aslında Washington çocuğu değilim güney  Virginia  kıyılarında  doğmuş Rockville bi siyahiyim,1
152,"- İnsanların giderek artan bir kısmının (özellikle genç neslin) adet gördüğüne ve hamile kalabileceğine inandığı akılcı düşüncenin ortadan kaldırılması

- Bunlar https://t.co/UKC5OdNWrW irrasyonel desenlerle dolu bir katalogun sadece birkaç örneğidir.",1
153,"İngiltere’nin Cornwall sahili açıklarında neredeyse insan boyutlarında bir denizanası görüldü.

Washington Post’un haberine göre, geçen cumartesi Falmouth yakınlarında dalış yapan biyolog ve yaban hayatı sunucusu Lizzie Daly, söz konusu denizanasıyla karşılaştı. https://t.co/2ZWLF34IHD",0
154,"Ezizim Obama can,
I am from Azerbaijan,
Geldim hal ehval tutum,
Tak chto, olma heyacan — at Washington Dulles... http://t.co/y7suKDWIBF",0
155,"Efkan Ala, Washington'a Hizmet'i şikâyet etti  vay vay vay ulkemizi gulunc hale getirdiler  http://t.co/4IAtOeMKko",1
156,"Suudi sermayeli el-Arab gazetesinin haberine göre Washington, Bağdat’a enerji anlaşmalarında Amerikan şirketlerine kolaylık sağlaması karşılığında Irak’ı İran’a uyguladığı yaptırımlardan muaf tutma teklifinde bulundu.
https://t.co/LtGi9Yd2nU",1
157,Washıngton Heyeti Gso'yu Ziyaret Etti http://t.co/zTxHrdgN6o #GAZİANTEP,1
158,"Amerikan Associated Press (AP) haber ajansı, Washington yönetiminin ülke içinde satamadığı katran kumları ve ağır yakıttan arta kalan petrokoku Hindistan'a sattığını ortaya çı... - https://t.co/IUIAAryOHY",1
159,"Tahran’dan Washington’a yaptırım yanıtı: İddialarınızda yalnızsınız
https://t.co/E4vnuXU0Kh https://t.co/gyp1w4gaBw",1
16,@feyzi_isbasaran NY Times usenmemis Washington DC'de Gostericilere saldiran Koruma gorevlilerinin resimlerini yayinlamis https://t.co/M62DuwVrA0,1
160,"Bu tarihî an; Kahire'de, Gazze'de, Mogadişu'da, Arakan'da, Üsküp'te, Saraybosna'da
Hatta Washington'da, Londra'da, Tel-Aviv'de izleniyor.",1
161,"Tarık Alhomayed yazdı:

?? Natanz sonrası asla eskisi gibi olmayacak

?? Bu olay, her kademede İran'ın iç güvenliğini etkiler

?? Washington'un İran meselesinde İsrail'den bağımsız hareket edemeyeceğini açıkça gösteriyor; bu İran'ın başını belaya sokacak

https://t.co/oyAw7N6YeK https://t.co/fnbo5n1NsW",1
162,"Özersay, Washington DC merkezli Türk Miras Vakfının internet üzerinden düzenlediği ""Bir Başarı Hikayesi: KKTC'nin Kovid-19 ile Mücadelesi"" başlıklı programda, SUNY Maritime Koleji Öğretim Üyesi Mark Meirowitz'in sorularını yanıtladı.",1
163,"?? Serdar Kılıç Ermenistan özel temsilcisi oluyor: Dışişleri Bakanı Mevlüt Çavuşoğlu, eski Washington Büyükelçisi Serdar Kılıç’ın Ermenistan Özel Temsilcisi olarak görevlendirileceğini söyledi. Dışişleri Bakanı Mevlüt Çavuşoğlu, Birleşik https://t.co/0VQ9DKE7sG https://t.co/fU5tvFAEiD",1
164,#NBA | Ersan İlyasova'lı Philadelphia 76ers evinde Washington Wizards'ı 109-102 mağlup etti.  https://t.co/N0nJtepXt3,0
165,"Kiraz çiçeklerinin kokusu, Washington Anıtı tarafındaki metroyu bile sarmıştı... Dünyada şu anda ne kadar dert olsa da onlar hayatın yeniden başlamasını, her bahar olduğu gibi, bu bahar da böyle müjdelemeye devam ediyor... ???? #HappyEaster https://t.co/rLZXlzS4Om",0
166,"""Albayrak Abi’min anlattıklarından ne biz, ne de Washington’da  onu dinleyenler tek bir kelime anladılar. 

İnanmıyorsanız o tarihten bu yana Türkiye’den kaçan sıcak paraya bakın, CDS primleri ve DİBS faizlerine bakın""

Atilla Yeşilada: Ya bu politika… https://t.co/6EAyahfqdE",1
167,"#SONDAKİKA 
Washington'da Türk-Amerikan Konseyi’nde konuşan Savunma Bakanı Akar:  

""Darbe girişiminden sorumlu olan FETÖ lideri ne yazık ki hala ABD’de köşkte yaşamaya devam ediyor."" https://t.co/23w29jjP9F",1
168,"""@kemalozturk2020: Başbakan Yardımcımız Sn Ali Babacan Anadolu Ajansı Washington Ofisi açıtı. #AA @anadoluajansi http://t.co/5J0n560P9e""",1
169,Washington’da seçim sonrası için güvenlik tedbiri https://t.co/7el3LXHZHe,1
17,BBC News Türkçe - Amerikalı senatörlerden Washington'a çağrı: Türkiye Barış Pınarı Harekâtı anlaşmasını ihlâl ediyorsa yaptırımları başlatın https://t.co/tvtMIvfpCq,1
170,"Lavrov: Venezuela'nın iç işlerine karışarak uluslararası hukuku çiğneyen ABD'yi kınıyoruz

Rusya Dışişleri Bakanı Sergey Lavrov, Amerikalı mevkidaşı Mike Pompeo ile telefon görüşmesi yaparak, Washington'un Venezuela'ya yönelik 'açık müdahalesini' kınadı
… https://t.co/5PaGHUTRWl",1
171,"Eski bir ABD bankacılık düzenleyicisi, bir kripto para birimi şirketinin Washington ile bağlarını derinleştirmek için yaptığı son hamle, dünyanın en büyük bitcoin borsalarından biri olan #Binance'e katılmaya hazırlanıyor. ?? ?? https://t.co/AfxO3y1PJr",0
172,"The Post filmi enteresan. Washington Post, Vietnam dokümanlarını neşretmek istiyor. Başkan Nixon tehdid ediyor. 1960'ların medyası.",1
173,"Equalizer, devam filmi ile İstanbul'a geliyor ????
Takkeli Denzel Washington'lı Equalizer 2'nin fragmanı yayınlandı ??

https://t.co/TWY7rNE3YN",0
174,Sıra geldi Washington portakalına..haydin çıkaralım pıçakları!,0
175,"Deccal, mülkünü ve hükümet koltuğunu Washington'daki Mason Beyaz Saray'dan Kazakistan'daki Masonik Beyaz Saray'a devretmeye karar verdi ve tüm Masonların başkenti Deccal'in hizmetkarları Astana kıyılarına, saf altın külçelerine devredildi. https://t.co/wEnHSWb1J0",1
176,"?? ABD, Türkiye'ye 8 şart koştu!

Yaptırım konulmaması için İran'a 3 şart dayatan ABD'nin NATO müttefiki Türkiye'ye 8 şart dayatması dikkat çekiyor.

İşte Washington adeta Türkiye'nin tapusunu istediği o şartlar;

1.... https://t.co/QHUM6GskHS",1
177,"Park Hyatt #WashingtonDC #Expedia #Travel #Deals #hotels #flights 

https://t.co/gB0bUHaIBp",0
178,"Washington Post’ta yer alan, Ortadoğu denklemini anlatan çok güzel bir resim. İsrail-ABD-İran-Arap Ülkeleri döngüsü. https://t.co/xmNIIfjSDu",1
179,"Washington Post, Türkiye'nin SİHA'larını değerlendirdi https://t.co/eowdzhcEnU",1
18,"Başpiskopos Kevork'un telgrafını, Rusya'nın Washington Büyükelçisi'nin ABD'deki temasları izlemiştir. Bütün olup biten, yasadışı Ermeni komitelerinin kapatılması ve elebaşlarının tutuklanması olmasına rağmen, olayı bir ""katliam"" gibi göstermeye çalışan Ermeniler, başta ABD ve",1
180,Denzel Washington gorxulu ciddiyetin ustasidir. 10/7.5 film. Baxmaq olar http://t.co/U30xTWWSRE,0
181,Çok tuhaf bi hareketlilik var yine bu akşam. Tanklar Washington caddelerinde...Trump’ın Türkiye açıklamaları Amerikan derin devletini kızdırmış anlaşılan. Az sonra Youtube kanalımda analiz ediyoruz https://t.co/nDEBEmeZwi,1
182,Geçtiğimiz haftalarda Washington Büyükelçiliğine Murat Mercan atanmıştı. Bilemiyorum ama orada birşeyler olacağı sezinlenmiş sanki. #WashingtonDC,1
183,"Alves'den Lizbon'a yeşil ışık: Bruno Alves'in babası Washington Alves, oğlunun Sporting Lizbon'u büyük bir kulüp… http://t.co/h14eGhgsGk",0
184,"#sondakika (#ABD’de kadınlar Trump’ı protesto etti) #Donald_Trump #Kadınlar_Yürüyüşü #Kaliforniya #Washington
https://t.co/PhlAoEQjj3 https://t.co/QZR9HINP9w",1
185,"#FDA fully approves #Pfizer-#BioNTech #COVID-19 shot; major step should spur #vaccinations , mandates - Washington Times. ABD BIONTECH AŞISINA FULL ONAY VERDİ PFIZER DÜNYADA TAM ONAY ALAN İLK #COVID aşısı oldu Yan etkiler aşıyla ilgisiz ve zararsız bulundu https://t.co/ZUJBCkkHuL",0
186,@zamancomtr washington post eğer türkiye kötü yönetiliyor diyorsa demekki çok iyi yönetiliyor. iyi yönetiliyor diyorsa korkmak gerek.,1
187,"Washington Post: Erdoğan, Boğaziçi'nin despotu olma yolunda bir virajı daha döndü - Diken https://t.co/YfGKmdKKrH",1
188,"Alexandria Ocasio-Cortez'in Pentagon’un bütçesinde 21 milyar dolarlık bir muhasebe hatası olduğunu iddia etmesi üzerine Washington Post Cortez’in iddiasının doğru olmadığı paylaştı. @baybarsorsek bu örnek üzerinden Türkiye'de doğrulama konusunu ele aldı.
https://t.co/Gy0Rgz3UEU",1
189,"Washington’da corona virüs salgını nedeniyle OHAL ilan edildi
https://t.co/WJZ7YvbaoP https://t.co/ObluTy6KJI",0
19,"ABD'li Senatör Graham, Washington Büyükelçisi Kılıç ile görüştü - https://t.co/1CpP0eDgOl https://t.co/f3b3dXYmQQ",1
190,Washington Toronto maçına bakayım dedim dayanamadım abicim nasıl seviyonuz şu NBAyi taraftar bir garip oyuncular kendini beğenmiş ...,0
191,"Washington DC, Gotham gibi olmuş",1
192,"Bu zihniyetin yaptığı; 
yol, ölüme gider, 
okul, insan yetiştiremez, 
hukuk, adalet dağıtamaz,
Hastane, şifa veremez.
Sözü, güvenilmez.
Kıblesi, washington&amp;tel aviv olur.
Söylediklerimizin sağlaması için, durumumuza bakın. https://t.co/WA29ShwaZR",1
193,ABD Başkan Yardımcısı Mike Pence'in yaptığı S-400 Açıklamasının TR Dışişleri Bakanı Mevlüt Çavuşoğlu Washington'dayken yapılmasına özellikle dikkat çekerim. Amerika bu konuda ne kadar ciddi olduğunu daha başka bir şekilde ifade edemezdi. Bu inadı bırakın ÜLKEYE ZARAR VERİYORSUNUZ,1
194,@mbilgehandemir washington kazanır çanakkaleden selamlar,1
195,"Washington Post: Türkiye ve ABD, Suriye sınırında 'Güvenli Bölge' için anlaştı http://t.co/RQoKuvHTRA",1
196,"Bu yılın izlediğim en iyi filmlerinden. Yönetmenliğini Spike Lee Yapımcılığını Jordan Peele yapıyor.  John D. Washington(Denzel'ın Oğlu) ve Adam Driver çok iyi iş çıkarmış. Kurgusu, hikayesi, aktarılış bir yana ben sinematografisini çok beğendim o da Chayse Irvin'e emanet. https://t.co/HkOgH3Konl",0
197,"Washington da son durum , corona + ırkçılık, yeryerinden oynuyo Dc de?? https://t.co/OWNSPRplQq",1
198,Trump+at ler çalıyormuş Washington da,1
199,"#Önemli 
??#Trump SALLANIYOR: 

Trump’ın Washington’daki oteline dün gece yansıtılan yazılar:
‘Suçlu’ / ‘Câni’

#DonaldTrump’ın kampanya yöneticisi #Manafort mahkemede suçlu bulundu. #MichaelCohen eski müvekkili USA Başkanı Trump aleyhine itirafçı oldu.

https://t.co/wUmih1ukW0",1
2,Denzel Washington İstanbul’da: Oscar ödüllü oyuncu Denzel Washington'ın başrolünü oynadığı 'The Equalizer 2' filminin fragmanı İstanbul'la…,0
20,"Almanya üstünü çizdi: Washington’daki kavgaya karışan korumalar gelmesin
https://t.co/vp9q8hGz79 https://t.co/QVVwi8xjxj",1
200,"Merkez Washington. Bu net!
Patron kim? İşte bunu göreceğiz...",1
201,"Erdoğan'ın korumaları için Washington'da 'Wanted' ilanı
 https://t.co/UoEwtSW6mS https://t.co/xgWoKwEXNx",1
202,Washington'daki Olaylar Sırasında Cumhurbaşkanı Erdoğan'ın Görüntüleri https://t.co/YQnV8zzGcJ,1
203,"Washington’da şekillenen kadro, Türkiye’ye savaş açar. https://t.co/cFCAYUKwz5 @stargazete aracılığıyla",1
204,"ABD Savunma Bakanı Vekili Shanahan Münih dönüşünde gazetecilere konuştu:
“ Güvenli bölge hakkında Türklerle spesifik görüşme yapmadık”
“ Akar Brüksel’den Soçi’ye uçtu, Münih’e geldiğinde,bize orada konuşulanlar hakkında bilgi verdi”
“ Akar, gelecek hafta Washington’da olacak” https://t.co/iWpHjVVIkR",1
205,@mahirunal @hayrettingng @OmerOBDebgici Washington ile yarışır hale gelecek Andırın.Durmak yok yola devammmmö,1
206,"Washington Post: Suriye'deki yeni çatışmada Türkiye ve İran karşı karşıya geliyor!

""Suriye'nin karışık savaşı daha da karmaşıklaşıyor""

https://t.co/iSmZ2lsE6J https://t.co/tSJNzQCYOt",1
207,"@barbarsel @kilicarslan_is İsmail abinin bir ""Amerika sen busun"" okuyuşu var, George Washington mezarında titriyor. Tavsiye ederim :)",1
208,"ABD'den, Erdoğan’a, Washington ziyareti öncesi sert çıkışlar https://t.co/7LEGc5fe2E",1
209,"@faruk_akli @BirGun_Gazetesi 009-2010 yılları arasında Washington Institute Türkiye Araştırmalar Merkezi'nde araştırma görevlisi olarak çalışmıştır. University of London- SOAS'ta, İngiliz Hükümeti Chevening Scholarship Bursiyeri ve HSBC Fellow olarak Orta Doğu Siyaseti üzerine Master çalışmasını",1
21,"Salih Müslim: ""Washington'a güveniyoruz"" https://t.co/fW0hDhXqWH",1
210,"Jalen Brunson dün akşam New York maçını 15 sayıyla tamamlamıştı, bugün de Washington maçını 19 sayıyla tamamladı. Bench'ten gelerek bu sayılara ulaşması değerli. Ligin en iyi 6. adamı olma yolunda ilerliyor. https://t.co/scH8yfT2vM",0
211,Washington Post gazetesi Suriye konusunda Türkiye'yi övdü   https://t.co/AK32Q85DFD,1
212,"«Önemi yok. Bu işi çok büyütüyorsunuz, değil mi?»
Lin Shoo bir an konuşmadı, bu derin bir söyleyişten önceki duraksamaydı. «Biri —yıllardır sevgili vatanınızın değerlerini açık açık kötülemiş olan biri—Washington'da Lincoln Anıtını dinamitleseydi,",0
213,"Suudi Arabistan, Biden'ı kutlamak için neden bekledi; Washington - Riyad ilişkilerini ne bekliyor? https://t.co/svzcP7zLvL",0
214,Washington’da Suriye-Kürt dosyası için ne pişiriliyor? - Saadet ORUÇ - Yazarlar https://t.co/5ZgPsma4mK,1
215,"Washington Post: IŞİD mücadelesi, on yeni savaşı tetikleyebilir https://t.co/3WOPxb5B2n https://t.co/qpH34UMcLB",1
216,"3→
17 Aralık, hicreti Pensilvanya, kıblesi Tel Aviv, secdesi Washington olan sahte alimin ipliğinin pazara çıkışının sene-i devriyesidir.",1
217,Washıngton'dan Trump-Putin zirvesi sonrası sert sözler: Utanç verici https://t.co/oy40Z86vO7 https://t.co/GgLmbmvIB2,1
218,"Amerika Birleşik Devletleri 4 Temmuz Bağımsızlık Günü'nü başkenti Washington'da ordu ile beraber kutlayacak. ABD Başkanı Trump'ın 2 yıldır ""kutlamalara tanklarda katılsın"" isteği bu yıl kısmen gerçek olacak. Devletlerin ""gövde gösterisi"" olan geçit törenleri ABD için de önemli. https://t.co/XaCx4Djx8N",1
219,"Washington, Çin ile ticaretinde en kapsamlı ek vergi paketini devreye sokuyor https://t.co/bONJ2xVt5X https://t.co/0kwF86JtXM",1
22,"https://t.co/2KsyVnBxkK
WASHINGTON POST: SUUDİ ARABİSTAN, KAŞIKÇI’NIN ÇOCUKLARINA MİLYON DOLARLIK KONUTLAR VERDİ https://t.co/HL02PwCPjX",1
220,"?????? ABD’de Bugün;
• Trump patlama seslerinin önünde basın açıklaması yaptı.
• Trump yakılan kiliseye yürüdü.
• Genelkurmay Başkanı Milley, Washington sokaklarına indi.
• Esper, şehirler için “savaş alanı” tanımı yaptı ve ani baskından bahsetti.",1
221,Post Edited: 02:00  Washington Wizards – Boston Celtics maçı canlı izle http://t.co/uZHw5R5ZyH,0
222,"REUTERS: 'ABD, TÜRKİYE'YE YAPTIRIM UYGULAMAYACAK'
Reuters Haber Ajansı'nın, ABD'nin başkenti Washington'da görüştüğü bir üst düzey Türk yetkili, ABD'nin S-400 alımı nedeniyle Türkiye'ye yaptırım uygulamayacağını belirtti. https://t.co/Lv3GoaQMKO",1
223,"@ntv Bu konular ile ilgili yorum yapmadan, Denzel Washington ‘ın #Flight filmini izlemenizi tavsiye ederim.",0
224,"Türkiye’nin Washington Büyükelçiliği Türkiye’yi ziyaret ettiği açıklanan ve Corona Virüsü teşhisi konulan ABD’li kadına ikişkin açıklama yaptı;

•3 Mart’ta İstanbul Havalimanında kısa bir süre geçirmiştir.

•Kadın transit yolcuydu, havalimanından hiç çıkmadı. https://t.co/e4PdRlnPMf",0
225,"@NevaCiftcioglu Neva HNM, haberi verirken haber kaynağını araştırıp verebilirseniz., Gatawey Pundit komplo haberleriyle meşhur, Washington Post ta dahi eleştirisi görebilirsiniz.",1
226,"Washington Post'a dayandırılan habere göre Amerika, İran üzerindeki baskıyı arttırmak için İran destekli Husi örgütünü resmen ""terör örgütü"" olarak tanımaya hazırlanıyor. https://t.co/VvEuxkwxtt",1
227,"ABD’den Türk Savunma Sanayii'ne yaptırım kararı
Karabağ Zaferi ve Türkiye’nin sahip olduğu teknoloji 
içerde ve dışarda birilerini fena rahatsız ediyor.

Cumhurbaşkanı Erdoğan

TL'ye
S-400
#LGBTÇocukYoktur
31 Aralık Perşembe
#CAATSA
Washington 

@solist4242 https://t.co/42MthJPRgE",1
228,Washington Post gazetesi bu kez Avrupalı liderleri Erdoğan'la görüştüğü için eleştirdi. https://t.co/ESKF3WUMrP,1
229,"Türk Hava Yolları Yönetim Kurulu ve İcra Komitesi Başkanı İker Aycı, New York, Washington, Hong Kong, Addis Ababa ve Moskova dışındaki tüm dış hat seferlerinin 27 Mart itibarıyla durdurulacağını açıkladı.(@Haberturk)",0
23,Baba ver artık şu parayı ya. Aq altı üstü 1200$ vercen amma uğraştırdın he. İlla Washington da ki hatrı sayılır tanıdıklarımızı mı arayalım yani? @realDonaldTrump,1
230,"Türkiye ABD'den Patriot istedi, Washington henüz cevap vermedi  https://t.co/bkPsASJRRj",1
231,"#FBI’ın belgelerini ele geçiren Washington Post, #ABD’deki Kongre baskını öncesinde uyarıda bulunduğunu ortaya çıkardı.",1
232,"Üç gün önce Washington yarı finalinde yenildiği Vasek Pospisil'den 7-5, 7-5'le rövanş alan Richard Gasquet, #RogersCup'ta ikinci tura çıktı.",0
